Model No.,Godwan,MT Stock,IB Stock,DDN Stock,DL Stock,CHD Stock,Main,Sample Line,Total
DW00100349,0,0,0,0,0,0,0,0,0
DW00100350,0,0,0,0,0,0,0,1,1
DW00100367,0,0,0,0,0,0,0,0,0
DW00100476,0,0,0,0,0,0,0,0,0
DW00100477,0,0,0,0,0,0,0,0,0
DW00100516,0,0,0,0,0,0,0,0,0
DW00100521,0,0,0,0,0,0,0,0,0
DW00100527,0,0,0,0,0,0,0,0,0
DW00100528,0,0,0,0,0,0,0,0,0
DW00100557,0,0,0,0,0,0,0,1,1
DW00100591,0,0,0,0,0,0,0,0,0
DW00100462,0,0,0,0,0,0,0,0,0
DW00100621,0,0,0,0,0,0,0,0,0
DW00100472,0,0,0,0,0,0,0,0,0
DW00100616,0,0,0,0,0,0,0,0,0
DW00100125,0,0,0,0,0,0,0,1,1
DW00100205,0,0,0,0,0,0,0,1,1
DW00100214,0,0,0,0,0,0,0,0,0
DW00100304,0,0,0,0,0,0,0,0,0
DW00100308,0,0,0,0,0,0,0,0,0
DW00100427,0,0,0,0,0,0,0,0,0
DW00100438,0,0,0,0,0,0,0,1,1
DW00100448,0,0,0,0,0,0,0,0,0
DW00100640K,0,0,0,0,0,0,0,0,0
DW00100642K,0,0,0,0,0,0,0,0,0
DW00100646K,0,0,0,0,0,0,0,0,0
DW00100661K,0,0,0,0,0,0,0,0,0
DW00100662K,0,0,0,0,0,0,0,0,0
DW00100663K,0,0,0,0,0,0,0,0,0
DW00100664K,0,0,0,0,0,0,0,0,0
DW00100666K,0,0,0,0,0,0,0,0,0
DW00100667K,0,0,0,0,0,0,2,1,3
DW00100669K,0,0,0,0,0,0,1,1,2
DW00100670K,0,0,0,0,0,0,1,1,2
DW00100671K,0,0,0,0,0,0,0,0,0
DW00100672K,0,0,0,0,0,0,2,1,3
DW00100681K,0,0,0,0,0,0,0,0,0
DW00100682K,0,0,0,0,0,0,0,0,0
DW00100683K,0,0,0,0,0,0,0,1,1
DW00100685K,0,0,0,0,0,0,0,1,1
DW00100686K,0,0,0,0,0,0,0,0,0
DW00100687K,0,0,0,0,0,0,1,1,2
DW00100688K,0,0,0,0,0,0,0,0,0
DW00100689K,0,0,0,0,0,0,0,1,1
DW00100691K,0,0,0,0,0,0,0,1,1
DW00100692K,0,0,0,0,0,0,0,1,1
DW00100693K,0,0,0,0,0,0,0,1,1
DW00100694K,0,0,0,0,0,0,0,0,0
DW00100695K,0,0,0,0,0,0,0,1,1
DW00100696K,0,0,0,0,0,0,0,1,1
DW00100697K,0,0,0,0,0,0,0,1,1
DW00100698K,0,0,0,0,0,0,0,1,1
DW00100699K,0,0,0,0,0,0,0,0,0
DW00100700K,0,0,0,0,0,0,0,1,1
DW00100701K,0,0,0,0,0,0,0,1,1
DW00100702K,0,0,0,0,0,0,0,0,0
DW00100703K,0,0,0,0,0,0,0,1,1
DW00100704K,0,0,0,0,0,0,0,0,0
DW00100705K,0,0,0,0,0,0,0,1,1
DW00100706K,0,0,0,0,0,0,0,1,1
DW00100707K,0,0,0,0,0,0,0,1,1
DW00100708K,0,0,0,0,0,0,0,1,1
DW00100709K,0,0,0,0,0,0,2,1,3
DW00100710K,0,0,0,0,0,0,0,1,1
DW00100711K,0,0,0,0,0,0,1,1,2
DW00100712K,0,0,0,0,0,0,1,1,2
DW00100713K,0,0,0,0,0,0,0,1,1
DW00100714K,0,0,0,0,0,0,1,1,2
DW00100715K,0,0,0,0,0,0,0,0,0
DW00100716K,0,0,0,0,0,0,0,0,0
DW00100717K,0,0,0,0,0,0,0,0,0
DW00100718K,0,0,0,0,0,0,0,0,0
DW00100720K,0,0,0,0,0,0,0,0,0
DW00100721K,0,0,0,0,0,0,0,0,0
DW00100725K,0,0,0,0,0,0,0,1,1
DW00100727K,0,0,0,0,0,0,0,0,0
DW00100730K,0,0,0,0,0,0,0,0,0
DW00100731K,0,0,0,0,0,0,0,0,0
RC5G011L0035,0,0,0,0,0,0,0,0,0
RC5G011M0085,0,0,0,0,0,0,1,0,1
RC5G012M0065,0,0,0,0,1,0,0,0,1
RC5G012M0075,0,0,0,0,1,1,0,0,2
RC5G012M0085,0,0,0,0,0,0,0,0,0
RC5G013L0025,0,0,0,0,1,1,0,0,2
RC5G013L0035,0,0,0,0,1,0,0,0,1
RC5G013M0085,0,0,0,0,1,0,0,0,1
RC5G013M0095,0,0,0,0,0,0,0,0,0
RC5G013M0105,0,0,0,0,0,0,0,0,0
RC5G013M0115,0,0,0,0,1,1,0,0,2
RC5G016M0065,0,0,0,0,1,1,0,0,2
RC5G016M0075,0,0,0,0,1,0,0,0,1
RC5G016M0085,0,0,0,0,1,1,0,0,2
RC5G016P0025,0,0,0,0,0,0,0,0,0
RC5G016P0035,0,0,0,0,0,1,0,0,1
RC5G016P0045,0,0,0,0,0,0,0,0,0
RC5G018M0065,0,0,0,0,1,1,0,0,2
RC5G018M0075,0,0,0,0,1,0,0,0,1
RC5G018M0085,0,0,0,0,1,1,0,0,2
RC5G018M0095,0,0,0,0,0,0,0,0,0
RC5G018P0015,0,0,0,0,1,0,0,0,1
RC5G018P0035,0,0,0,0,1,1,0,0,2
RC5G018P0045,0,0,0,0,1,0,0,0,1
RC5G042L0035,0,0,0,0,0,0,0,0,0
RC5G042M0065,0,0,0,0,0,0,0,0,0
RC5G044M0025,0,0,0,0,0,0,0,0,0
RC5G044M0035,0,0,0,0,0,0,0,0,0
RC5G044M0045,0,0,0,0,0,0,0,0,0
RC5G044P0065,0,0,0,0,0,0,0,0,0
RC5G044P0085,0,0,0,0,1,1,0,0,2
RC5G045L0025,0,0,0,0,0,0,0,0,0
RC5G045L0035,0,0,0,0,0,0,0,0,0
RC5G045M0065,0,0,0,0,0,1,0,0,1
RC5G046L0025,0,0,0,0,1,0,0,0,1
RC5G046M0065,0,0,0,0,0,0,0,0,0
RC5G047L0025,0,0,0,0,1,1,0,0,2
RC5G047L0035,0,0,0,0,1,1,0,0,2
RC5G047L0045,0,0,0,0,0,0,0,0,0
RC5G047M0055,0,0,0,0,0,0,0,0,0
RC5G047M0065,0,0,0,0,0,0,0,0,0
RC5G047M0075,0,0,0,0,0,0,0,0,0
RC5G047M0085,0,0,0,0,0,1,0,0,1
RC5G049M0085,0,0,0,0,0,0,0,0,0
RC5G050M0075,0,0,0,0,0,0,0,0,0
RC5G051M0075,0,0,0,0,0,0,0,0,0
RC5G051M0085,0,0,0,0,0,0,0,0,0
RC5L004M0055,0,0,0,0,0,0,0,0,0
RC5L004M0085,0,0,0,0,0,0,0,0,0
RC5L005M0075,0,0,0,0,0,0,0,0,0
RC5L005M0085,0,0,0,0,0,0,0,0,0
RC5L005M0105,0,0,0,0,0,0,0,0,0
RC5L011L0025,0,0,0,0,1,0,0,0,1
RC5L011L0035,0,0,0,0,0,0,0,0,0
RC5L011M0055,0,0,0,0,0,0,0,0,0
RC5L011M0065,0,0,0,0,0,0,0,0,0
RC5L011M0075,0,0,0,0,1,0,0,0,1
RC5L011M0095,0,0,0,0,0,0,0,0,0
RC5L017M0035,0,0,0,0,0,0,0,0,0
RC5L017M0045,0,0,0,0,0,0,0,0,0
RC5L017M0055,0,0,0,0,0,0,0,0,0
RC5L017M0075,0,0,0,0,0,0,0,0,0
RC5L017M0085,0,0,0,0,0,0,0,0,0
RC5L021L0025,0,0,0,0,0,0,0,0,0
RC5L024M0075,0,0,0,0,0,0,0,0,0
RC5L024M0085,0,0,0,0,0,0,0,0,0
RC5L024M0095,0,0,0,0,0,0,0,0,0
RC5L025M0055,0,0,0,0,0,0,0,0,0
RC5L025M0075,0,0,0,0,0,0,0,0,0
RC5L030M0065,0,0,0,0,0,0,0,0,0
RC5L030M0085,0,0,0,0,0,0,0,0,0
RC5L030M0105,0,0,0,0,0,0,0,0,0
RC5L031M0065,0,0,0,0,0,0,0,0,0
RC5L031M0105,0,0,0,0,0,0,0,0,0
RC5L036M0055,0,0,0,0,0,0,0,0,0
RC5L036M0065,0,0,0,0,0,0,0,0,0
RC5L036M0075,0,0,0,0,0,0,0,0,0
RC5L036M0095,0,0,0,0,0,0,0,0,0
RC5L038M0045,0,0,0,0,0,0,0,0,0
RC5L038M0055,0,0,0,0,1,0,0,0,1
RC5L038M0065,0,0,0,0,0,0,0,0,0
RC5L038M0075,0,0,0,0,0,1,0,0,1
RC5L038M0085,0,0,0,0,0,0,0,0,0
RC5L038M0105,0,0,0,0,0,0,0,0,0
RC5L041M0085,0,0,0,0,0,1,0,0,1
RC5L052M0015,0,0,0,0,0,1,0,0,1
RC5L052M0025,0,0,0,0,0,0,0,0,0
RC5L052M0035,0,0,0,0,0,0,0,0,0
RC5L052M0045,0,0,0,0,0,0,0,0,0
RC5L052M0055,0,0,0,0,0,0,1,0,1
RC5L052M0065,0,0,0,0,0,0,1,0,1
RC5L056M0075,0,0,0,0,0,0,0,0,0
RC5L063M0075,0,0,0,0,0,0,0,0,0
RC5L063M0095,0,0,0,0,0,0,0,0,0
RC5G051M1045,0,0,0,0,0,0,0,0,0
RC5G091M0045,0,0,0,0,0,0,0,0,0
RC5G091M0065,0,0,0,0,0,2,0,0,2
RC5G091M0075,0,0,0,0,0,0,0,0,0
RC5G099M0075,0,0,0,0,1,2,0,0,3
RC5G100M0085,0,0,0,0,0,1,0,0,1
RC5L092M0035,0,0,0,0,0,1,0,0,1
RC5L092M0045,0,0,0,0,1,1,0,0,2
RC5L098M0055,0,0,0,0,0,0,0,0,0
RC5G084M0045,0,0,0,0,1,1,0,0,2
RC5G088M0055,0,0,0,0,1,1,0,0,2
RC5G100L0025,0,0,0,0,1,1,0,0,2
RC5G100L0035,0,0,0,0,1,1,0,0,2
RC5G100M0065,0,0,0,0,1,1,0,0,2
RC5L092M0025,0,0,0,0,1,1,0,0,2
RC5L092M0055,0,0,0,0,1,1,0,0,2
RC5L092M0065,0,0,0,0,0,1,0,0,1
RC5G088M0085,0,0,0,0,0,0,0,0,0
RC5L098M0065,0,0,0,0,0,0,0,0,0
RV1L115M0051,0,0,0,0,0,0,1,0,1
RV1L115M0061,0,0,0,0,0,1,1,0,2
RV1L115M0071,0,0,0,0,0,0,1,0,1
RV1L141M0061,0,0,0,0,0,0,2,0,2
RV1L149M0031,0,0,0,0,0,0,0,0,0
RV1L149M0041,0,0,0,0,0,0,0,0,0
RV1L149M0051,0,0,0,0,1,1,1,0,3
RV1L149M0061,0,0,0,0,0,0,0,0,0
RV1L162M0061,0,0,0,0,0,0,0,0,0
RV2L048M0031,0,0,0,0,0,0,0,0,0
RV1L141M0031,0,0,0,0,0,0,1,0,1
RV1L141M0041,0,0,0,0,0,0,0,0,0
RV1L141M0021,0,0,0,0,0,0,0,0,0
RV1L141M0051,0,0,0,0,0,0,0,0,0
RV1L149M0021,0,0,0,0,0,0,0,0,0
RV1L184M0031,0,0,0,0,0,0,0,0,0
RV1L184M0041,0,0,0,0,0,0,1,0,1
RV1L184M0051,0,0,0,0,0,0,0,0,0
RV1L184M0061,0,0,0,0,1,1,0,0,2
RV1L184M0071,0,0,0,0,1,0,0,0,1
RV1L186M0011,0,0,0,0,0,0,0,0,0
RV1L186M0021,0,0,0,0,0,0,0,0,0
RV1L186M0031,0,0,0,0,0,0,0,0,0
RV1L186M0041,0,0,0,0,0,0,0,0,0
RV1L186M0051,0,0,0,0,0,0,0,0,0
RV1L186M0061,0,0,0,0,0,0,0,0,0
RV1L149M00416,0,0,0,0,0,0,0,0,0
RV1L141M0151,0,0,0,0,0,0,0,0,0
RV1L141M0121,0,0,0,0,1,2,0,0,3
RV1L141M0131,0,0,0,0,1,1,0,0,2
RV1L141M0141,0,0,0,0,1,1,0,0,2
RV1L141M0161,0,0,0,0,1,1,0,0,2
RV1L187M0051,0,0,0,0,2,1,0,0,3
RV1L187M0061,0,0,0,0,1,1,0,0,2
RV1L187M0071,0,0,0,0,2,1,0,0,3
RV1L237M0041,0,0,0,0,1,1,0,0,2
RV1L237M0051,0,0,0,0,0,1,0,0,1
RV1L237M0061,0,0,0,0,1,1,0,0,2
RV1L237M0071,0,0,0,0,1,1,1,0,3
RV1L201M0011,0,0,0,0,0,0,0,0,0
RV1L141M0111,0,0,0,0,1,0,0,0,1
RV1L201M0031,0,0,0,0,0,0,0,0,0
RV1L201M0051,0,0,0,0,0,0,1,0,1
RV1L201M0041,0,0,0,0,0,0,0,0,0
1514155,0,0,0,0,1,0,0,0,1
1514156,0,0,0,0,1,0,0,0,1
1514158,0,0,0,0,1,0,0,0,1
1514079,0,0,0,0,0,0,0,0,0
1514083,0,0,0,0,1,0,0,0,1
1513757,0,0,0,0,1,0,0,0,1
1502762,0,0,0,0,0,0,0,0,0
1514144,0,0,0,0,1,0,0,0,1
1514089,0,0,0,0,1,0,0,0,1
1514088,0,0,0,0,1,0,0,0,1
1514094,0,0,0,0,1,0,0,0,1
1514100,0,0,0,0,0,0,0,0,0
1514106,0,0,0,0,1,0,0,0,1
1514104,0,0,0,0,1,0,0,0,1
1514190,0,0,0,0,1,0,0,0,1
1514201,0,0,0,0,1,0,0,0,1
PFB12 BLUE FITNESS TRACKER PRISM,0,0,0,0,0,0,0,0,0
PFB14 GOLDEN BLACK FITNES TRACK PACE PRO,0,0,0,0,0,0,0,0,0
PFB15 Space Black Cosmos Pro,0,0,0,0,0,0,0,0,0
PFB207 MIDNIGHT GOLD VAST,0,0,0,0,0,0,0,0,0
PFB208 COOL GREY ACTIV,0,0,0,0,0,0,0,0,0
PFB208 JET BLACKACTIV,0,0,0,0,0,0,0,0,0
PFB209 JET BLACK RIO,0,0,0,0,0,0,0,0,0
PFB209 MOONLIGHT GREY RIO,0,0,0,0,0,0,0,0,0
PFB209 WINTER BLUE RIO,0,0,0,0,0,0,0,0,0
PFB211 NEO PUNK GREEN,0,0,0,0,0,0,0,0,0
PFB211 NEO JET BLACK,0,0,0,0,0,0,0,0,0
PFB31 JET BLACK MATRIX,0,0,0,0,0,0,0,0,0
PFB31 WISKEY BROWN MATRIX,0,0,0,0,0,0,0,0,0
PFB32 IVORY GOLD COSMOS PRIME,0,0,0,0,0,0,0,0,0
PFB32 JET BLACK SILICON COSMOS PRIME,0,0,0,0,0,0,0,0,0
PFB32 MIDNIGHT BLUE,0,0,0,0,0,0,0,0,0
PFB32 MINT GREEN COSMOS PRIME,0,0,0,0,0,0,0,0,0
PFB36 GLACIER BLUE COSMOS ENDURE,0,0,0,0,0,0,0,0,0
PFB36 MILITARY GREEN COSMOS ENDURE,0,0,0,0,0,0,0,0,0
PFB49 WILDFIRE ORANGEASTRA,0,0,0,0,0,0,0,0,0
PFB51 MIDNIGHT BLACK Enigma,0,0,0,0,0,0,2,0,2
PFB51 SALAMANDER ORANGE Enigma,0,0,0,0,0,0,0,0,0
PFB51 STARLIGHT GREY Enigma,0,0,0,0,0,0,0,0,0
PFB51 TRUFFLE BROWN Enigma,0,0,0,0,0,0,0,0,0
PFB56 JET BLACK NOMAD,0,0,0,0,0,0,2,0,2
PFB59 JET BLACK URBANE,0,0,0,0,0,0,0,0,0
PFB59 MIDNIGHT BLUE URBANE,0,0,0,0,0,0,0,0,0
PFB62 TRIO,0,0,1,0,0,0,0,0,1
PFB63 JET BLACK ELEVATE,0,0,0,0,0,0,0,0,0
PFB63 METAL BLACK CHAIN ELEVATE,0,0,1,0,0,0,0,0,1
PFB63 MISTY GREY ELEVATE,0,0,0,0,0,0,0,0,0
PFB63 METAL SILVER ELEVATE,0,0,0,0,0,0,0,0,0
PFB64 FORTE,0,0,1,0,0,0,0,0,1
PFB65 VENETIAN RED MAGNUM,0,0,0,0,0,0,0,0,0
PFB66 RUST ORANGE VALOR,0,0,0,0,0,0,0,0,0
PFB66 MISTY GREY VALOR,0,0,0,0,0,0,1,0,1
PFB69 JET BLACK ZEST,0,0,0,0,0,0,0,0,0
PFB69 Midnight Blue Zest,0,0,0,0,0,0,0,0,0
PFB69 MISTY GREY ZEST,0,0,0,0,0,0,0,0,0
PFB71 BLUE LEATHER ZENITH,0,0,0,0,0,0,0,0,0
PFB71 METAL BLACK ZENITH,0,0,0,0,0,0,0,0,0
PFB71 METAL GOLD ZENITH,0,0,0,0,0,0,0,0,0
PFB71 METAL SILVER ZENITH,0,0,0,0,0,0,0,0,0
PFB72 METAL BLACK RITZ,0,0,0,0,0,0,0,0,0
PFB73 JET BLACK VISTA,0,0,0,0,0,0,0,0,0
PFB73 ROSE GOLD VISTA,0,0,0,0,0,0,0,0,0
PFB73 Silver VISTA,0,0,0,0,0,0,0,0,0
PFB76 JET BLACK Silicone Active,0,0,0,0,0,0,0,0,0
PFB77 JET BLACK OSLO,0,0,1,0,0,0,0,0,1
PFB77 BURNT ORANGE OSLO,0,0,0,0,0,0,0,0,0
PFB78 ROCKEY GREY NOMAD PRO,0,0,1,0,0,0,0,0,1
PFB79 PINE GREEN ROYALE,0,0,0,0,0,0,0,0,0
PFB81 IVORY GOLD STRAP VAMA,0,0,0,0,0,0,0,0,0
PFB82 COBALT BLUE ROYALE LEGEND,0,0,0,0,0,0,0,0,0
PFB82 BLACK ONXY ROYALE LEGEND,0,0,1,0,0,0,0,0,1
PFB82 WHISKEY BROWN ROYALE LEGEND,0,0,1,0,0,0,0,0,1
ECM-2003,0,0,0,0,0,0,1,0,1
ECM-2006,0,0,0,0,0,0,1,0,1
ECM-2102,0,0,0,0,0,0,1,0,1
ECM-2104,0,0,0,0,0,0,2,0,2
ECM-2105,0,0,0,0,0,0,0,0,0
ECM-2106,0,0,0,0,0,0,1,0,1
ECM-2119,0,0,0,0,0,0,0,0,0
ECM-2201,0,0,0,0,0,0,1,0,1
ECM-2202,0,0,0,0,0,0,0,0,0
ECM-2203,0,0,0,0,0,0,0,0,0
ECM-2211,0,0,1,0,0,0,1,0,2
ECM-2401,0,0,0,0,0,0,0,0,0
ECM-2405,0,0,0,0,0,0,1,0,1
ECM-2406,0,0,0,0,0,0,0,0,0
ECM-2408,0,0,0,0,0,0,0,0,0
ECM-2414,0,0,0,0,0,0,1,0,1
ECM-2415,0,0,0,0,0,0,1,0,1
ECM-2424,0,0,1,0,0,0,2,0,3
ECM-2425,0,0,0,0,0,0,0,0,0
ECM-2428,0,0,1,0,0,0,0,0,1
ECM-2430,0,0,0,0,0,0,2,0,2
ECM-2431,0,0,0,0,0,0,1,0,1
ECM-2502,0,0,0,0,0,0,0,0,0
ECM2503,0,0,0,0,0,0,2,0,2
ECM-2602,0,0,0,0,0,0,2,0,2
ECM-2603,0,0,0,0,0,0,1,0,1
ECM-2604,0,0,0,0,0,0,3,0,3
ECM-2606,0,0,0,0,0,0,0,0,0
ECM-2611,0,0,0,0,0,0,0,0,0
ECM-2613,0,0,1,0,0,0,1,0,2
ECM-2617,0,0,0,0,0,0,3,0,3
ECM-2621,0,0,0,0,0,0,1,0,1
ECM-2622,0,0,0,0,0,0,1,0,1
ECM-2623,0,0,0,0,0,0,2,0,2
ECM-2626,0,0,0,0,0,0,0,0,0
ECM-2627,0,0,0,0,0,0,1,0,1
ECM-2629,0,0,0,0,0,0,2,0,2
ECM-2630,0,0,0,0,0,0,1,0,1
ECM-2631,0,0,0,0,0,0,1,0,1
ECM-2709,0,0,0,0,0,0,1,0,1
ECM-2711,0,0,0,0,0,0,2,0,2
ECM-2712,0,0,0,0,0,0,0,0,0
ECM-2716,0,0,0,0,0,0,2,0,2
ECM-2806,0,0,0,0,0,0,1,0,1
ECM-2808,0,0,0,0,0,0,1,0,1
ECM-2901,0,0,0,0,0,0,0,0,0
ECM-2902,0,0,0,0,0,0,2,0,2
ECM-2903,0,0,0,0,0,0,3,0,3
ECM-2905,0,0,0,0,0,0,1,0,1
ECM-2906,0,0,0,0,0,0,0,0,0
ECM-2907,0,0,0,0,0,0,4,0,4
ECM-2914,0,0,0,0,0,0,1,0,1
ECM-2915,0,0,0,0,0,0,2,0,2
ECM-2918,0,0,0,0,0,0,2,0,2
ECM-2921,0,0,0,0,0,0,1,0,1
ECM-2925,0,0,0,0,0,0,1,0,1
ECM-2926,0,0,0,0,0,0,0,0,0
ECM-2928,0,0,0,0,0,0,1,0,1
ECM-2930,0,0,0,0,0,0,1,0,1
ECM-2932,0,0,0,0,0,0,1,0,1
ECM-2934,0,0,0,0,0,0,2,0,2
FS-1128,0,0,0,0,0,0,0,0,0
FS-1558,0,0,0,0,0,0,2,0,2
FS-606,0,0,0,0,0,0,5,0,5
FS-709,0,0,0,0,0,0,1,0,1
SRD-402,0,0,1,0,0,0,0,0,1
SRD-508,0,0,0,0,0,0,2,0,2
SRD-509,0,0,1,0,0,0,0,0,1
SRD-603,0,0,0,0,0,0,0,0,0
SRD-608,0,0,0,0,0,0,2,0,2
SRS- 883,0,0,0,0,0,0,4,0,4
SRS-1000,0,0,0,0,0,0,1,0,1
SRS-1008,0,0,0,0,0,0,3,0,3
SRS-1020,0,0,0,0,0,0,3,0,3
SRS-117,0,0,0,0,0,0,0,0,0
SRS-262,0,0,0,0,0,0,2,0,2
SRS-320,0,0,0,0,0,0,1,0,1
SRS-321,0,0,0,0,0,0,1,0,1
SRS-371,0,0,0,0,0,0,2,0,2
SRS-404,0,0,0,0,0,0,4,0,4
SRS-446,0,0,0,0,0,0,1,0,1
SRS-451,0,0,2,0,0,0,0,0,2
SRS-463,0,0,0,0,0,0,2,0,2
SRS-468,0,0,0,0,0,0,1,0,1
SRS-475,0,0,0,0,0,0,1,0,1
SRS-491,0,0,0,0,0,0,3,0,3
SRS-506,0,0,0,0,0,0,1,0,1
SRS-520,0,0,0,0,0,0,0,0,0
SRS-552,0,0,0,0,0,0,1,0,1
SRS-555,0,0,0,0,0,0,1,0,1
SRS-556,0,0,0,0,0,0,1,0,1
SRS-559,0,0,0,0,0,0,1,0,1
SRS-579,0,0,1,0,0,0,0,0,1
SRS-581,0,0,0,0,0,0,1,0,1
SRS-600,0,0,0,0,0,0,0,0,0
SRS-621,0,0,0,0,0,0,1,0,1
SRS-641,0,0,1,0,0,0,0,0,1
SRS-664,0,0,1,0,0,0,0,0,1
SRS-666,0,0,0,0,0,0,1,0,1
SRS-668,0,0,0,0,0,0,1,0,1
SRS-680,0,0,0,0,0,0,1,0,1
SRS-697,0,0,0,0,0,0,1,0,1
SRS-699,0,0,0,0,0,0,1,0,1
SRS-701,0,0,1,0,0,0,0,0,1
SRS-705,0,0,0,0,0,0,1,0,1
SRS-728,0,0,0,0,0,0,3,0,3
SRS-732,0,0,1,0,0,0,0,0,1
SRS-737,0,0,0,0,0,0,1,0,1
SRS-738,0,0,0,0,0,0,3,0,3
SRS-746,0,0,0,0,0,0,3,0,3
SRS-752,0,0,0,0,0,0,2,0,2
SRS-760,0,0,0,0,0,0,1,0,1
SRS-761,0,0,0,0,0,0,5,0,5
SRS-768,0,0,0,0,0,0,3,0,3
SRS-783,0,0,1,0,0,0,0,0,1
SRS-802,0,0,0,0,0,0,1,0,1
SRS-828,0,0,0,0,0,0,1,0,1
SRS-834,0,0,0,0,0,0,3,0,3
SRS-836,0,0,0,0,0,0,4,0,4
SRS-837,0,0,0,0,0,0,3,0,3
SRS-880,0,0,1,0,0,0,1,0,2
SRS-881,0,0,0,0,0,0,1,0,1
SRS-882,0,0,0,0,0,0,3,0,3
SRS-886,0,0,0,0,0,0,2,0,2
SRS-887,0,0,0,0,0,0,1,0,1
SRS-969,0,0,0,0,0,0,0,0,0
SRS-972,0,0,0,0,0,0,5,0,5
SRS-975,0,0,0,0,0,0,2,0,2
SRS-976,0,0,1,0,0,0,5,0,6
SRS-978,0,0,0,0,0,0,3,0,3
SRS-980,0,0,1,0,0,0,0,0,1
SRS-982,0,0,0,0,0,0,4,0,4
SRS-983,0,0,0,0,0,0,3,0,3
SRS-984,0,0,0,0,0,0,1,0,1
SRS-985,0,0,0,0,0,0,1,0,1
SRS-986,0,0,0,0,0,0,2,0,2
SRS-987,0,0,0,0,0,0,1,0,1
SRS-988,0,0,0,0,0,0,3,0,3
SRS-990,0,0,0,0,0,0,2,0,2
SRS-993,0,0,0,0,0,0,3,0,3
ECM-2411,0,0,0,0,0,0,1,0,1
ECM-2121,0,0,0,0,0,0,4,0,4
ECM-2122,0,0,0,0,0,0,4,0,4
ECM-2301,0,0,0,0,0,0,2,0,2
ECM-2302,0,0,0,0,0,0,2,0,2
ECM-2403,0,0,0,0,0,0,2,0,2
ECM-2417,0,0,0,0,0,0,2,0,2
ECM-2418,0,0,0,0,0,0,3,0,3
ECM-2421,0,0,0,0,0,0,2,0,2
ECM-2601,0,0,0,0,0,0,0,0,0
ECM-2605,0,0,0,0,0,0,2,0,2
ECM-2609,0,0,0,0,0,0,0,0,0
ECM-2620,0,0,0,0,0,0,0,0,0
ECM-2624,0,0,0,0,0,0,1,0,1
ECM-2628,0,0,1,0,0,0,0,0,1
ECM-2701,0,0,0,0,0,0,2,0,2
ECM-2703,0,0,0,0,0,0,2,0,2
ECM-2705,0,0,0,0,0,0,2,0,2
ECM-2706,0,0,0,0,0,0,2,0,2
ECM-2937,0,0,0,0,0,0,8,0,8
ECM-2938,0,0,0,0,0,0,2,0,2
SRD-506,0,0,0,0,0,0,0,0,0
SRD-601,0,0,0,0,0,0,0,0,0
SRS-1034,0,0,0,0,0,0,3,0,3
SRS-1072,0,0,0,0,0,0,2,0,2
SRS-1073,0,0,0,0,0,0,3,0,3
SRS-1074,0,0,0,0,0,0,2,0,2
SRS-1076,0,0,0,0,0,0,2,0,2
SRS-1077,0,0,0,0,0,0,1,0,1
SRS-1079,0,0,0,0,0,0,5,0,5
SRS-1080,0,0,0,0,0,0,2,0,2
SRS-1081,0,0,0,0,0,0,2,0,2
SRS-133,0,0,0,0,0,0,3,0,3
SRS-210,0,0,0,0,0,0,1,0,1
SRS-215,0,0,0,0,0,0,2,0,2
SRS-380,0,0,0,0,0,0,2,0,2
SRS-394,0,0,0,0,0,0,2,0,2
SRS-397,0,0,0,0,0,0,3,0,3
SRS-490,0,0,0,0,0,0,2,0,2
SRS-532,0,0,0,0,0,0,2,0,2
SRS-551,0,0,0,0,0,0,0,0,0
SRS-557,0,0,0,0,0,0,2,0,2
SRS-576,0,0,1,0,0,0,1,0,2
SRS-584,0,0,0,0,0,0,1,0,1
SRS-646,0,0,0,0,0,0,2,0,2
SRS-647,0,0,0,0,0,0,2,0,2
SRS-675,0,0,0,0,0,0,3,0,3
SRS-703,0,0,0,0,0,0,1,0,1
SRS-717,0,0,0,0,0,0,0,0,0
SRS-726,0,0,0,0,0,0,0,0,0
SRS-879,0,0,0,0,0,0,3,0,3
SRS-970,0,0,0,0,0,0,0,0,0
SRS-977,0,0,0,0,0,0,1,0,1
SRS-991,0,0,0,0,0,0,2,0,2
SRS-994,0,0,0,0,0,0,2,0,2
SRS-995,0,0,0,0,0,0,2,0,2
SRS-996,0,0,0,0,0,0,1,0,1
SRS-997,0,0,0,0,0,0,1,0,1
SRS-998,0,0,0,0,0,0,3,0,3
SRS-999,0,0,0,0,0,0,2,0,2
SRS-1082,0,0,0,0,0,0,5,0,5
SRS-1078,0,0,0,0,0,0,1,0,1
SRS-1040,0,0,0,0,0,0,2,0,2
V12040015,0,1,0,0,0,0,0,0,1
V12060017,0,1,0,0,0,0,0,0,1
V16060017,0,0,0,1,0,0,0,0,1
VE2R00322,0,0,0,0,0,0,0,0,0
VE2U00622,0,0,0,1,0,0,0,0,1
VE2W00322,0,0,0,0,0,0,0,0,0
VE2W00622,0,0,0,1,0,0,0,0,1
VE6H00723,0,0,0,1,0,0,0,0,1
VEAA01420,0,1,0,0,0,0,0,0,1
VEBQ01719,0,0,0,1,0,0,0,0,1
VECO03122,0,0,0,1,0,0,0,0,1
VECO03222,0,1,0,0,0,0,0,0,1
VEK400821,0,1,0,0,0,0,0,0,1
VELV00620,0,0,0,1,0,0,0,0,1
VEPM00420,0,0,0,0,0,0,0,0,0
